time_ms,power_w
2,66.445
2,66.445
2,66.445
3,66.445
4,66.445
5,66.445
6,66.445
7,66.445
8,66.445
9,66.445
10,66.445
11,66.445
12,66.445
13,66.445
14,66.445
15,66.445
16,66.445
17,66.445
18,66.445
19,66.445
20,66.445
21,66.445
22,66.445
23,66.445
24,66.445
25,66.445
26,66.445
27,66.445
28,66.445
29,66.445
30,66.445
31,66.445
32,66.445
33,66.445
34,66.445
35,66.445
36,66.445
37,66.445
38,66.445
39,66.445
40,66.445
41,66.445
42,66.445
43,66.445
44,66.445
45,66.445
46,66.445
47,66.445
48,66.445
49,66.445
50,66.445
51,66.445
52,66.445
53,66.445
54,66.445
55,66.445
56,66.445
57,66.445
58,66.445
59,66.445
60,66.445
61,66.445
62,66.445
63,66.445
64,66.445
65,66.445
66,66.445
67,66.445
68,66.445
69,66.445
70,66.445
71,66.445
72,66.445
73,66.445
74,66.445
75,66.445
76,66.445
77,66.445
78,66.445
79,66.445
80,66.445
81,66.445
82,66.445
83,66.445
84,66.445
85,66.445
86,66.445
87,66.445
88,66.445
89,66.445
90,66.445
91,66.445
92,66.445
93,66.445
94,66.445
95,66.445
96,66.445
97,66.445
98,66.445
99,66.445
100,66.445
101,66.445
102,66.445
103,66.445
104,66.445
105,66.445
106,66.445
107,66.445
108,66.445
109,66.445
110,66.445
111,66.445
112,66.445
113,66.445
114,66.445
115,66.445
116,66.445
117,66.445
118,66.445
119,66.445
120,66.445
121,66.445
122,66.445
123,66.445
124,66.445
125,66.445
126,66.445
127,66.445
128,66.445
129,66.445
130,66.445
131,66.445
132,66.445
133,66.445
134,66.445
135,66.445
136,66.445
137,66.445
138,66.445
139,66.445
140,66.445
141,66.445
142,66.445
143,66.445
144,66.445
145,66.445
146,66.445
147,66.445
148,66.445
149,66.445
150,66.445
151,66.445
152,66.445
153,66.445
154,66.445
155,66.445
156,66.445
157,66.445
158,66.445
159,66.445
160,66.445
161,66.445
162,66.445
163,66.445
164,66.445
165,66.445
166,66.445
167,66.445
168,66.445
169,66.445
170,66.445
171,66.445
172,66.445
173,66.445
174,66.445
175,66.445
176,66.445
177,66.445
178,66.445
179,66.445
180,66.445
181,66.445
182,66.445
183,66.445
184,66.445
185,66.445
186,66.445
187,66.445
188,66.445
189,66.445
190,66.445
191,66.445
192,66.445
193,66.445
194,66.445
195,66.445
